place,text,total_reviews,2024_visitors
경복궁,20년 전 초등학교 소풍 이후로 오랜만에 방문 했어요! 어릴 때 봤던 경복궁과는 또 다른 시선으로 바라보니 우리 문화유산의 소중함과 가치를 깨닫게 되었고 앞으로도 문화와 역사를 자주 찾아 배우고 싶다는 생각이 들었어요😊,12330,6443600
경복궁,처음으로 간 야간개장이었는데 너무 좋았어요 ✨ 너무 덥지 않은 초여름밤 힐링하고 왔습니다,12330,6443600
경복궁,좋다,12330,6443600
경복궁,좋아요,12330,6443600
경복궁,아름다운경복궁에서 아름다운한복입고 한컷 고급스럽고 생각했던것보다 편했어요 헤어도 슉슉 금방 예쁘게 만들어주시고 리뷰하면 할인도있고 강력 추천,12330,6443600
경복궁,행사준비로 엄청 복잡했네요,12330,6443600
경복궁,다음은 경복궁에 갔어요~ 휴일이라서 외국인 관광객들이 많았어요~ 규모가 너무 커서 다 둘러보려면 2시간은 잡아야 될 거 같아요~ 관리도 잘 되어 있고 사진찍을 곳이 많아요~ 특히 근정전에서 가장 많이 찍는 거 같아요~ 내일부터 이틀동안 근정전에서 국악 행사하니까 참고하시면 좋을 거 같아요~,12330,6443600
경복궁,현충일이라 오픈한거같아요. 예전에 야간개장보고 낮에는 처음가봤어요 우리나라 궁 궐이 이렇게 이쁘고 다른나라에 자랑할만큼 궁장하더라고요 옛날에 일x본 때문에 불 탄거 생각하면 열받네요,12330,6443600
경복궁,"다 좋은데... 중간중간 건물 지키시는 안전요원 어르신 분들 꼭 그렇게 서있게 해야하나요? 의자좀 놔주세요. 요즘 이마트 캐셔도 인권차원에서 의자가 있는데, 우리나라 깊은 역사가있는 경복궁에서 노동자를 이렇게 대하면 되나요. 요즘 미술관가도 근로자 다 의자있어요. 안전요원 님들 너무 힘들어보여요. 날씨도 덥구 핸폰도 못하고 대화도 못하고 하루종일 서서 얼마나 힘드시겠어요..... 의자 있으면 체력 아껴서 더 효율적으로 일 하실 거에요.",12330,6443600
경복궁,국악축제가 잇어서 제대로 돌아다니지 못했지만 역시 산책하기도 구경하기도 죻구 한적하니 좋앗어요,12330,6443600
경복궁,"6월 초에 다녀온 경복궁 생과방 정말 너무 좋았어요:) 한 번쯤 꼭 경험해보면 좋을 체험이었고 집옥재, 향원정까지 평소 잘 보지 않았던 곳인데 너무 좋았답니다",12330,6443600
경복궁,감사합니다.,12330,6443600
경복궁,좋아요,12330,6443600
경복궁,경복궁 산책하기 좋아요! 경회루 주변 예쁩니다. 물위에 비친 나무와 경회루가 어느계절이나 멋져요! 내국인 보다는 외국인 관광객이 더 많아요! 한복을 입으면 무료입니다. 다른 궁과 다르게 월요일 에 갈 수 있어요! 화요일이 휴무 입니다.,12330,6443600
경복궁,한국의 옛 멋과 역사가 담겨있는 경복궁! 야간개장이 열려 다녀왔습니다 :) 시간이 지남에 따라 점점 분위기 있게 변하던 경복궁 야경이 굉장히 멋스러웠어요! 마지막에 감상한 경회루는 물에 비추는 모습이 아름다웠습니다. 우리나라의 모습을 눈에 담을 수 있는 너무 의미있는 시간이었어요~,12330,6443600
경복궁,"1. 전통 달다구리들 최고🫶 2. 안내해주신 상궁마마님, 항아님들, 격구놀이랑 투호놀이 도와주신 별감님들, 주방 골목 대령숙수님들 연기 최고+왕친절🫶 3. 매번 달라지는 체험 프로그램 최고🫶 💯",12330,6443600
경복궁,경복궁 산책하기 좋아요.. 5시쯤 가면 덜 덥고 좋음...,12330,6443600
경복궁,"서울에 있는 조선시대에 태조가 가장 먼저 지은 궁궐 경복궁. 임진왜란때 소실되기도 했지만 재건해서 지금은 이렇게 멋지고 아름다운 전통이 살아있는 우리 문화유산으로 큰 규모를 뽐내고 있는데 데이트 하기에도 좋고, 아이들이랑 산책 오기에도 너무 좋은 곳임. 부모님 모시고 왔는데 그늘이 많이 없어서 좀 덥긴 하지만 너무 예쁜데 연못위에 있는 경회루에 수양버들이 어우러지는게 너무 멋진 경관이다. 그리고 보물로 지정된 고종이 휴식을 취했다는 향원정. 야간개장할 때 봐도 너무 멋있을 거 같은데 낮에봐도 아름다웠음. 어느 각도에서, 어느 계절에서 봐도 다른 매력으로 참 잘지은 건물이다. 한복도 빌려 입을 수 있어서 외국인들도 많았고 가족단위 커플 할 것 없이 사람이 많음 멋진 경복궁 대대손손 지킵시다 🫶",12330,6443600
경복궁,아주 오랜만에 경복궁을 갔는데 알록 달록 한복입은 외국인들도 많고 산책로를 비롯해 벤치나 주변 경관 관리가 잘 되어있어서 산책하기 좋았답니다. 옛선조들이 이렇게 좋은 자리에 왕궁인 경복궁을 훌륭하게 지었다는 사실에 다시한번 감탄을 하면서 멋진 문화와 전통을 가진 한국인임에 새삼 자부심을 느꼈답니다! 경회루는 언제봐도 멋지네요 ^^,12330,6443600
경복궁,(교태전 특별개방&경회루 특별관람😆) 교태전 내부에 나무 향도 은은히 나구 날씨가 좋아서 넘 좋았어용! 직원분들도 넘 친절🫶 1. 서온돌 왕비의 집무실 2~5. 부벽화 실감 영상 6~9. 서온돌에서 동온돌로 가는 복도에서. 푸릇푸릇 너무 이쁜 아미산 화계🌳🍀🌱🌸 그야말로 왕비의 시선🩷 10. 서온돌 11~12. 교태전 부벽화 13. 동온돌 왕비의 침소 (올해로 경회루 특별 관람만 세번째✌️) 16. 스카이라인 끝내주죵? 17. 앞으로 보이는 건물은 수정전. 저 자리에 원래 집현전이 있었습니다. 18. 서쪽으로 보이는 인왕산. 단경왕후 신씨와 중종의 러브 스토리가 엮인 치마 바위 전설이 남아있는 곳. 또 연못 서쪽에 있는 섬이 바로 연산군이 흥청망청 놀았던 곳. 19. 북쪽으로는 백악산. 20. 왕의 시선!,12330,6443600
경복궁,굿,12330,6443600
경복궁,6시까지고 했는데 5시30분부터 퇴장하라고 더이상 들어가지 못하게 해서 다 못보고 나와서 아쉽습니다. 그럴거면 5시30분까지 라고 안내해야하는거 아닌가 싶습니다.,12330,6443600
경복궁,밤에 가면 더 예쁜 경복궁 고즈넉하고 아름다워요🩵🫧☁️,12330,6443600
경복궁,종로구민은 입장료 50퍼 할인👍 아이와 역사공부하며 산책하기 좋아요,12330,6443600
경복궁,친구들과 마시려고 세잔을 사서 들고 야외 벤취에서 마시니 좋다,12330,6443600
경복궁,"외국인이 한국오면 꼭 방문하는 명소, 아이랑 현장체험하러 가기도 좋고 풍경도 좋아요",12330,6443600
경복궁,멋집니다,12330,6443600
경복궁,봄ㅁㅇ소,12330,6443600
경복궁,봄에 산책하기 좋은날. 갔더니 사람이 많네요,12330,6443600
경복궁,굿,12330,6443600
경복궁,경복궁 야간 관람+세종의 음악 공연 관람💓🩷 오늘 날씨가 너무 좋아서 더 좋았어요!!😆 우리나라에 서양 음악이 최초로 전해진 것은 1885년 선교사들로부터 전해진 찬송가였다고 합니다. 오늘은 그 때로부터 400년 전에 만들어진 우리 음악을 만날 수 있어서 뜻 깊은 시간이었습니다. 모든 곡이 다 좋았지만 연회의 대미를 장식한 대취타는 정말 박력 최고!! 국립국악원 정악단 악장 김창곤 선생님 해설 귀에 쏙쏙 들어옵니다.👍 한양 도성의 성곽길 불빛도 살짝 엿볼 수 있는 밤의 경복궁🩶🖤 봄날의 햇살처럼 아름다운 세종조 음악을 만났던 시간🫶,12330,6443600
경복궁,날씨 좋아 파란 하늘 배경으로 인왕산 선명 왠일로 광화문길도 한산,12330,6443600
경복궁,굿,12330,6443600
경복궁,마참내! 경복궁 수문장 교대식 관람 멋있어요! 1395년 창건된 조선의 왕궁 경복궁 임진왜란때 소실됐다가 조선말 흥선대원군에 의해 재건됐다합니다 날씨 좋은날 오전10시 오후2시에 경복궁 수문장들이 교대하는 의식이 진행되니 시간 맞춰서 방문해보세요 아주 볼만합니다 흥례문 근정전 경회루 향원정 볼거리도 많고 특히 이 시즌의 경회루랑 향원정은 아주 아름다우니 놓치지말것,12330,6443600
경복궁,한복입고싶다,12330,6443600
경복궁,멋진 야경 구경하고 왔습니다👍,12330,6443600
경복궁,주말 오후되니 사람들이 많아 궁입장하는데도 입장줄이 길게 있어요. 관람객은 많지만 나무와 꽃등이 예쁜 경복궁이네요.,12330,6443600
경복궁,잘보고왔습니다👍🎉🥳,12330,6443600
경복궁,경복궁옆 돌담길인데 조용하고 옆에 조그만 카페들이 많아서 산책하고 나들이하기 좋아요 경복궁 안도 좋구요,12330,6443600
경복궁,교태전 특별 개방 사전 예약하고 갔어요. 경복궁 입장료는 내야합니다. (예술인패스도 불가) 비오는 날 궁 산책 넘 이쁩니다,12330,6443600
경복궁,언제가도 멋져요,12330,6443600
경복궁,여행하기 좋아요,12330,6443600
경복궁,경복궁 야간개장 해질시간인 8시 넘어서 불빛이 비치는 경복궁을 볼 수 있었어요. 개방된 곳이 제한적이어서 아쉬웠습니다. 경회루가 사진 찍기 좋은 곳!,12330,6443600
경복궁,👍,12330,6443600
경복궁,경복궁 생과방 체험(예약제)으로 왕족놀이하고 궁내부 한바퀴 돌아 나왔습니다. 한복입은 외국인과 체험학습온 학생들로 가득합니다. 너무나도 아름다운 향원정은 감탄이 절로 나옵니다. 세계 어느나라의 궁전보다 자연친화적이고 아름다운 조선의 궁이 자랑스럽습니다~ 언제가도 좋은 경복궁입니다~,12330,6443600
경복궁,"원래 5월 9일에 예약했다가 비소식으로 취소하고, 일요일에 경복궁 야간개장 관람했습니다. 관람객들 정말 많아서 저처럼 삼각대 놓고 장노출 촬영하는 분들은 시간이 부족할 듯 합니다. 그냥 요금 핸드폰 좋으니 핸드폰으로 촬영하시는 것이 더 편해보입니다. 사진 담다가 교태전과 강령전은 보지도 못했답니다. ㅠㅠ 조명을 밝힌 광화문부터 흥예문과 근정문, 근정전과 경회루 정말 멋집니다. 향원정은 비공개인데 5월17일까지 진행되는 경복궁 별빛기행의 일정에 향원정이 포함되서 그런 듯 합니다. 혹시, 5월 17일 이후에 향원정이 포함되면 다시 방문해 볼 계획입니다. 예매는 NOL인터파크에서 단독판매중입니다. 일 3,000명 예매, 현장에서는 외국인 대상 300명 판매합니다. 6세이하와 65세이상, 한복착용자는 입장가능함",12330,6443600
경복궁,산책로 잘 되어있고 교육적으로 좋아요. 꼭 한번 방문하면 좋을듯 싶어요.,12330,6443600
경복궁,굿,12330,6443600
경복궁,예전에 공개된 곳 보다 훨씬 많이 공개 되어서 더 안쪽도 볼 수 있어서 좋았음. 집옥재 복원이 잘되서 좋은 시간을 보냈음. 주말에 가서 다양한 볼거리가 있어서 좋았다. 경복궁은 주기적으로 방문하기 좋은 것 같음.,12330,6443600
경복궁,경복궁 교태전 특별관람 다녀왔는데 비가 오는 날이라 아쉬웠지만 교태전 내부에서 바라보는 아미산정원은 진짜 너무 너무 아름다웠어요 🍀,12330,6443600
경복궁,경복궁은 언제 가도 참 예쁜 거 같아요 서울 안에서 이렇게 조화롭고 아름다운 자연 볼 수 잇어서 넘 조아요 한복입고가면 입장비 없서요,12330,6443600
경복궁,산책하기 아주 좋아요.,12330,6443600
경복궁,날 좋을때 산책하기 좋고 사진도 예쁘게 잘 나와요~ 도슨트 투어로 한번 둘러보면 좋을듯,12330,6443600
경복궁,수문장 교대식 보고 왔어요. 아이랑 좋은시간 보냈어요. 감사합니다☆,12330,6443600
경복궁,가족들하고 나들이하기좋아요 역시 경복궁사람많아요,12330,6443600
경복궁,"경복궁은 조선 왕조를 대표하는 아름다운 궁궐로, 역사적 가치 또한 높아 많은 분들의 사랑을 받고 있습니다. 어린이날을 맞아 방문하였는데, 마침 수문장 교대식을 관람할 수 있는 행운을 누렸습니다. 조선 시대 군인 복장을 한 의장대의 늠름하고 위엄 있는 모습은 매우 인상 깊었습니다. 수문장들이 정갈한 복장을 갖추고 엄숙하게 근무하는 모습은 마치 시간 여행을 하는 듯한 착각을 불러일으켰습니다. 경복궁의 고풍스러운 건축물과 아름다운 정원은 조선 시대의 생활상을 생생하게 느끼게 해주었습니다. 특히, 고궁의 전통적인 아름다움은 시대를 초월하는 매력을 지니고 있습니다. 참고로, 한복을 착용하시면 매표소를 거치지 않고 바로 입장하실 수 있습니다. 경복궁 방문을 강력 추천합니다.😄",12330,6443600
경복궁,가끔가면 좋다,12330,6443600
경복궁,좋아요,12330,6443600
경복궁,사진이 정말 잘나옵니다!! 한복입고 가는거 추천!,12330,6443600
경복궁,사람은 많아도 한번쯤 가봐야할 곳,12330,6443600
경복궁,사람이 많아도 너무 많아네요 그래도 전통행사가 많고 궁 안은 넓어서 보기 좋았오요,12330,6443600
경복궁,"매표소에서 데이터가 터지지않아, 무척 당황했습니다. 삼성페이만 쓰고 실물카드는 안갖고다닌지가 몇년은 됐는데, 데이터가 안터질거란 생각은 못했습니다. 폰을 몇번씩 껐다 켜도 뜨거워지기만 하고 삼성페이가 안되더군요. 옆에 천사분들이 도움주셔서 천만다행이었습니다. 적어도 매표소에서는 데이터 터지게 조치를 취해주세요. 사랑방이란 카페에서도 안터지더군요. 저처럼 실물카드 안쓰시는분들 꼭 한개는 챙겨서 가세요.",12330,6443600
경복궁,"100인의 여민동락을 예약하고 방문했습니다~ 7시 반에 공연 시작, 6시 반부터 입장 시작. 6시 15분 경 용성문 앞으로 도착했더니 이미 30여명 이상 사람들이 기다리더라구요~ 6시 반 부터 카톡으로 온 모바일입장권을 찍고 (화면 밝기 최대로 키우면 좋아요) 흥례문 앞에 1열로 집합 안에서 리허설 중이라 7시 좀 넘어서 입장했어요~ 핫팩이랑 팔찌를 나누어주셨고, 입장해서 자유롭게 자리를 잡았는데 파란 띠가 있는 곳은 특별석이라 다른 자리로 앉아야한다고해서 급히 자리를 바꿔 앉았습니다 총 5가지 공연을 하는데, 춘앵무와 종묘제례악은 춤이 있어서 좀 거리가 있는 가운데부분이 잘 보일 것 같았고, 나머지는 어느 자리던 좋을 것 같았어요~ 왼쪽이 가야금, 아쟁, 태평소, 피리 오른쪽에 거문고, 대금",12330,6443600
경복궁,"조선의 숨결이 살아있는 경복궁! 한복 입고 걷기만 해도 타임슬립한 듯한 기분이 들었어요😊 광화문부터 근정전, 경회루까지 코스 따라 천천히 산책하니 고궁의 여유와 기품이 느껴졌고, 곳곳에 포토스팟도 많아서 사진 찍기 딱 좋았어요📸 외국인 관광객도 많고 해설도 들을 수 있어서, 역사 공부까지 겸할 수 있는 의미 있는 시간✨ 특히 야간개장 땐 조명이 더해져 분위기가 장난 아니에요! 서울 한복판에서 잠시 멈춰 숨 고르기에 좋은 힐링 명소입니다🌿",12330,6443600
경복궁,행사가 있어 사람이 많네요,12330,6443600
경복궁,좋아요,12330,6443600
경복궁,좋아요,12330,6443600
경복궁,좋아요,12330,6443600
경복궁,궁중문화축전기간에 방문했습니다. 한복입은 관광객도 많고 체험프로그램도 다양하고 볼거리가 풍부한 경복궁이었습니다. 날도 좋아서 산책하기도 너무 좋았어요.,12330,6443600
경복궁,넘 조아요,12330,6443600
경복궁,도성의 북쪽에 있다고 하여 북궐(北闕)이라고도 했다 합니다 조선왕조가 건립되어 개성에서 한양으로 도읍을 옮기기로 하고 태조 즉위 3년째인 1394년에 신도궁궐조성도감(新都宮闕造成都監)을 열어 궁의 창건을 시작하였으며 이듬해에 완성하여 정궁으로 사용되었으나 임진왜란 때 전소된 후 오랫동안 폐허로 남아 있다가 조선 말기 고종 때 중건되어 잠시 궁궐로 이용되었습니다 매월 마지막 수요일 문화의 날 무료 개방이여서 그런가 관람객이 엄청 많으네요,12330,6443600
경복궁,넘나 아름다운 경복궁👀👍🏻 디테일이며 주변 풍경이며 힐링되는 시간들이었어요! 한복입은 사람들도 구경하니 시간이 금방 가더라규요 ⭐️,12330,6443600
경복궁,우리에게 경복궁이 있다는 사실이 자랑스럽고 든든하다. 궁중문화축전 즐기기 외국인들이 즐길수 있는 프로그램도 많이 개발되었으면 ..,12330,6443600
경복궁,주차비 저렴해서 좋아요,12330,6443600
KINTEX(한국국제전시장),맘에 드는옷 착한가격으로 구입했어요,10274,5850042
KINTEX(한국국제전시장),굿,10274,5850042
KINTEX(한국국제전시장),와 킨텍스 주차장 너무 비싸고 지원도 안되고.... 행사 왔다가 깜짝 깜짝..,10274,5850042
KINTEX(한국국제전시장),굳,10274,5850042
KINTEX(한국국제전시장),킨텍스 1전시장 주차장이 공사중이라 너무 불편해요. 1전시장이랑 2전시장 주차장이 거리가 가깝지않은데 휠체어로 이동하는 장애인이나 몸이 불편한 이용객들..유모차로 이동하는 이용객들에 대한 배려가 정말 1도 없어요.,10274,5850042
KINTEX(한국국제전시장),굿,10274,5850042
KINTEX(한국국제전시장),ㅅㅅ,10274,5850042
KINTEX(한국국제전시장),펫쇼 재미있었습니다~,10274,5850042
KINTEX(한국국제전시장),1전시장 주차장을 이용할수없어서 너무 불편해요.,10274,5850042
KINTEX(한국국제전시장),펫쇼 가느라 킨텍스 갔어요~^^ 매년 박람회때문에 킨텍스 몇번씩 가는데 리뷰는 처음 올려봅니다~^^,10274,5850042
KINTEX(한국국제전시장),오늘부터 팻쇼해서 구경가녀옴,10274,5850042
KINTEX(한국국제전시장),굿~,10274,5850042
KINTEX(한국국제전시장),굿,10274,5850042
KINTEX(한국국제전시장),굿,10274,5850042
KINTEX(한국국제전시장),매장이 넓고 깨끗하고 상품이 다양하다 직원분이 친절하다,10274,5850042
KINTEX(한국국제전시장),",굿",10274,5850042
KINTEX(한국국제전시장),킨텍스 전시장,10274,5850042
KINTEX(한국국제전시장),좋아요,10274,5850042
KINTEX(한국국제전시장),굿,10274,5850042
KINTEX(한국국제전시장),비싸요,10274,5850042
KINTEX(한국국제전시장),좋아용,10274,5850042
KINTEX(한국국제전시장),좋아요,10274,5850042
KINTEX(한국국제전시장),지하주차장 있어서 좋아요,10274,5850042
KINTEX(한국국제전시장),지하주차장 있어서 편리하네요,10274,5850042
KINTEX(한국국제전시장),너ㅓㄹㅂ어요,10274,5850042
KINTEX(한국국제전시장),굿,10274,5850042
KINTEX(한국국제전시장),"워터밤 다녀왔는데 주차장도 너무 잘되어 있고, 안에 먹거리 상권도 잘 형성되어 있어서 너무 편하게 잘 즐기고 왔습니다!! 하루종일 주차해도 비용이 생각보다 많이 나오지 않아서 좋았어요!",10274,5850042
KINTEX(한국국제전시장),하얗게 태웠다...,10274,5850042
KINTEX(한국국제전시장),좋아요,10274,5850042
KINTEX(한국국제전시장),주차장이 넓어요,10274,5850042
KINTEX(한국국제전시장),리모델링거치고 더 조아짐요 새로운 브랜드도 있고 더넓게 다이소 확장되고 계속 진화해야죠 편리하게 필요하게~,10274,5850042
KINTEX(한국국제전시장),좋아요!,10274,5850042
KINTEX(한국국제전시장),"유니끄 3종 골라담기 23,480원. 어린이들 혼을 쏙 빼놓는 영업기술로 엄마들 순식간에 지갑털림 주의. 부디 슬라임 바디클렌저로 목욕 자주하는 어린이 되길.",10274,5850042
KINTEX(한국국제전시장),맛있어요~~ 닭고기진짜 많이 들어 있어서 더맛있게 먹었어요~^^,10274,5850042
KINTEX(한국국제전시장),좋아요,10274,5850042
KINTEX(한국국제전시장),국,10274,5850042
KINTEX(한국국제전시장),굿,10274,5850042
KINTEX(한국국제전시장),주차장이 넓어서 주차하기 수월하네요,10274,5850042
KINTEX(한국국제전시장),ㅡ,10274,5850042
KINTEX(한국국제전시장),좋아요,10274,5850042
KINTEX(한국국제전시장),좋아요,10274,5850042
KINTEX(한국국제전시장),1년에 한번 열리는 서울푸드엔 다양한 회사 / 식품 / 업계트랜드를 볼 수있어서 좋아요. 진정한 박람회입니다. 이번 킨텍스에는 각종 공사로 인해 주차장 이용이 좀 불편했지만 감수 할 수 있을 만큼 박람회는 훌륭했어요. 수많은 업체들을 만나면서 느끼는 건 매년 조금씩 바뀌는 식품원료/식품의 트랜드를 알 수 있다는 것이 가장 보람찬 일이죠.,10274,5850042
KINTEX(한국국제전시장),주차지원 왜안되냐 식당은,10274,5850042
KINTEX(한국국제전시장),좋아요,10274,5850042
KINTEX(한국국제전시장),주차비비싸,10274,5850042
KINTEX(한국국제전시장),굿,10274,5850042
KINTEX(한국국제전시장),싸요~,10274,5850042
KINTEX(한국국제전시장),ㅈㅇ,10274,5850042
KINTEX(한국국제전시장),상품 다양하고 좋아요😀,10274,5850042
KINTEX(한국국제전시장),ㅇㅇㅇ,10274,5850042
KINTEX(한국국제전시장),👍,10274,5850042
