place,text,total_reviews,2024_visitors
다례원,친절해요,12,808
다례원,좋아보여요,12,808
다례원,편하게 주문하니 좋아요,12,808
다례원,좋아요,12,808
다례원,편리하게 주문했어요,12,808
다례원,좋아보여요,12,808
다례원,맛나요,12,808
다례원,시제준비 부탁했는데 매우 만족합니다,12,808
해양문화치유센터,"완도 치유 해상센터 가족끼리 방문 추천드려요 가족할인하면 3인이상 30% 할인되요 가족관계증명서등 증빙서류를 꼭 챙겨가세요 다양한 이색 체험도 할 수있고 어른부터 아이까지 모두 만족하며 다녀왔어요 또한 점심은 바로옆에 연결된 두식이네 해물식당에서 먹었어요 맛조 좋고 무엇보다 물놀이하다 배고프면 가서 바로 먹을 수 있어서 더 좋은것 같아요 #해양치유완도,#2025완도방문의해,#완도치유페이,#완도치유페스타",141,1017
해양문화치유센터,처음에 프리미엄을 예약하면서 비싸다고 생각했었는데 경험하는동안 너무 좋아서 생각이 바뀌었네요.,141,1017
해양문화치유센터,"아이들과 기본프로그램으로 다녀온 완도해양치유센터 당일 예약이라 사전에 전화하고 방문했고 다자녀할인 50%받아서 가성비 굿👍🏻 해수풀, 온수풀이라 물에 잘뜨고 따뜻해서 아이들 놀기에도 너무 좋더라구요 물놀이 하다가 머드팩, 거품 등 프로그램 참여하고 또 물놀이 무한반복 시간 순삭이에요🫧🏊🏻‍♀️ 래시가드, 구명조끼, 탈수기, 세면도구 등등 다 있어서 어른들은 진짜 몸만 가면 되고 아이동반이면 아이 수영복, 수영모만 챙기면 되니 짐 없는 것도 완전 꿀! 완도 여행코스로 왕 추천합니다🙌🏻",141,1017
해양문화치유센터,"전화 문의 시 가족관계증명서 한 부만 제출하면 된다고 안내받았으나 현장 데스크에서는 가족 전원의 증명서가 필요하다고 하셔서 매우 당황스러웠습니다. 단체 예약이라 여러 차례 전화로 확인했기에 더욱 아쉬웠고, 숙소 영수증 제출로 할인은 받았지만 그 부분도 사전에 안내받지 못해 현장에서 급하게 준비해야 해서 혼란스러웠습니다. 이런 응대라면 완도 방문이 꺼려질 수 있겠다는 생각이 들었습니다. 다만 안경 쓰신 남자 직원분의 친절한 대처에는 감사드립니다. 센터 측은 향후 정확하고 일관된 안내 부탁드립니다.",141,1017
해양문화치유센터,뷰좋은곳에서 친절한 안내 받으면서 힐링 잘했 습니다.,141,1017
해양문화치유센터,완도 해양치유센터는 치유와 힐링을 동시에 제공하는 명소입니다. 아이와 부모님 모두 만족할만한 공간입니다.,141,1017
해양문화치유센터,당일 전화 예약했는데 받아주셨어요. 명사십리해수욕장에서 걸어갔는데 생각보다 멀어요. 25분 정도 걸림. 평일 오전이라 그런지 사람 없고 한산해요. 베이직 코스로 1층만 알차게 즐겼어요. 샤워까지 하고 나오니 1시간 30분 정도. 선크림만 챙겨 갔는데 다 구비되어 있어 편리해요. 돌아갈 땐 무료 셔틀 탈 예정. 가족 단위로 오기 좋아 보여요 🛁,141,1017
해양문화치유센터,가족 여행으로 완도 왔다가 들른곳인데 🤭 가족모두 만족하는 코스였어요 완도 여행 코스로 추천합니다 👍👍👍,141,1017
해양문화치유센터,맛있아요,141,1017
해양문화치유센터,시설이 너무 깨끗하고 안락합니다. 힘들었던 일상의 제 자신을 치유하기에 적합한 곳이네요 치유센터 내 식당에 들러서 해초라면과 해초 비빔밥 모두 전복이 들어간 걸로 시켰는데 너무 맛있어서 기절각 음식으로도 치유하고 갑니당,141,1017
해양문화치유센터,완도넘 좋아요 행복한 하루 였네요,141,1017
해양문화치유센터,완도에 왔으면 하는거 추천드립니다!!!,141,1017
해양문화치유센터,가족들끼리 오기 좋아요!!,141,1017
해양문화치유센터,완전 힐링입니당🥰🥰 다음에 또 오고 싶어요 샴푸랑도 다 구비되어 있어서 좋아요💕,141,1017
해양문화치유센터,가족들과 함께 방문했는데 너므 좋은 시간 보냈습니당~~*^^* 다음에 또 방문하고 싶어요!!,141,1017
해양문화치유센터,집근처라면 매일 오고 싶은곳이예요 👍👍👍 할인행사도 많이하고 소수 인원 예약제인것도 참 좋았습니다 강력추천 !!,141,1017
해양문화치유센터,시설도 깨끗하고 직원분들도 친절하십니다!!,141,1017
해양문화치유센터,너무너무 힐링되고 좋았어요~^^,141,1017
해양문화치유센터,치유하기 좋았어요....,141,1017
해양문화치유센터,수건이 뽀송뽀송하고 시설이 깨끗하고 직원들이 친절해요,141,1017
해양문화치유센터,치유하기 좋았어요......,141,1017
해양문화치유센터,가족끼리 방문했는데 좋은 추억으로 남을것 같아요!!,141,1017
해양문화치유센터,지금 할인을 많이해서 저렴하게 가족들과 잘 이용했어요 바다가 보여서 좋고 피부가 보송해졌어요^^,141,1017
해양문화치유센터,시설이 깨끗하고 너무 좋아요 진짜 치유되는 느낌이예요 기본프로그램 이용했는데 다음엔 프리미엄 이용해보고 싶어요,141,1017
해양문화치유센터,두시간동안 알차게 보내고 좋았습니다 해수여서 몸이 보들보들해지고 명상체험도 편안했습니다 식당에 있는 음식들도 전복도 꽤 많고 괜찮았어요,141,1017
해양문화치유센터,가족들이랑 시간보내기 좋아요 깨끗하고 밥도 맛있어요,141,1017
해양문화치유센터,가족할인 받아서 30프로 워터파크랑 다르게 물을 이용해서 다양한 경험을 할 수 있어요,141,1017
해양문화치유센터,물도 깨끗하고 좋아요,141,1017
해양문화치유센터,완도 해양치유센터 최고에요👍🏻,141,1017
해양문화치유센터,직원분들이 친절하고 다양해서 좋았어요 강력 추천합니다,141,1017
해양문화치유센터,아이들이랑 오기 좋아요. 프로그램도 다양하네요.,141,1017
해양문화치유센터,여기 전복솥밥 진짜 맛있어요 깔끔하면서 담백한맛에 밥한솥 후딱 먹었어요 식당도 깨끗하고 오션뷰여서 너무 좋았답니다,141,1017
해양문화치유센터,마음의 치유 받고 갑니다^^ 밥도 꿀맛입니다,141,1017
해양문화치유센터,휴가 너무 좋아서 보고만 있어도 힐링이 되고 프로그램이 알차고 유익 하네요. 힐링 잘 하고 갑니다.,141,1017
해양문화치유센터,1주년 이벤트가 있어서 잘 이용했어요! 덕분에 좋은 치유 했어요☺️,141,1017
해양문화치유센터,직원분들도 친절하시고 넓고 프로그램이 다양해서 좋았어요! 가족들이랑 와서 너무 재미있게 힐링 하고가용! 지금 1주년 이벤트 기간이어서 더 저렴하게 이용했어요 다음에 또 오려구요 😍,141,1017
해양문화치유센터,굿 아주 좋아요. 가족과 겨울에 오기 좋아요. 1주년 할인도 해서 아주 좋아요,141,1017
해양문화치유센터,"프리미엄 프로그램 제일 첫 타임 예약하고 광주에서 오전 7시에 출발해서 9시 20분 정도에 완도 해양치유센터에 도착했어요. 대사증후 프로그램으로 향기(유자)테라피로 마스크팩+두피 괄사 마사지 받은 후에 몸 앞면(팔, 다리, 배) 머드팩 해주셨어요☺️ 머드가 바르고 좀 뒤에 열이나서 너무 좋았어요! 그 뒤에 저주파, 다시마 스파, 프리미엄이 아닌 분들도 사용할 수 있는 시설도 잘 되어있고 시설이 깨끗하고 관리도 잘 되어있었어요. 직원분들도 너무나 친절하십니다 👍👍 부모님 모시고 오기에 너무 좋은 곳이에요 추천합니다 👍👍😊",141,1017
해양문화치유센터,아내랑 남도를 자유롭게 여행하다가 완도치유센터 알게 되었고 처음 와봤는데도 여행의 피로가 녹고 시설이나 프로그램도 너무 잘 되어 있어서 좋습니다. 다시 또 오고 싶을 정도이고 완도 오시는 분들은 꼭 들러보세요-!,141,1017
해양문화치유센터,"거품 , 머드 , 다양한 테마가 있어서 좋아요. 피뷰가 매끈해져요!! 또 오고싶어요:)",141,1017
해양문화치유센터,완전 힐링 힐링이에요. 다음엔 부모님도 모시고 오고 싶어요,141,1017
해양문화치유센터,결제하고 안내해주시는 직원분부터 코스에서 설명해주시는 직원분들까지 모두 친절하셔서 더 기분 좋은 이용이었습니다. 코스도 프리미엄과 일반 모두 이용하기 편하고 좋았어요 다시 오고 싶네요,141,1017
해양문화치유센터,가족과 함께 두번째 방문입니다. 어른들 모시고 효도하기 너무 좋아요. 어디서도 못 본 프로그램들이 한가득 이에요. 용인에서 벌써 두번째 방문입니다. 효도 관광 여행으로 남해로 오세요!!,141,1017
해양문화치유센터,완도해양치유센터에 와서 제대로 힐링하고 갑니다~ 앞으로도 오래동안 사랑받는 완도의 명소로 남길 바랍니다!,141,1017
해양문화치유센터,장인 장모님 모시고 다녀왔네요. 이름처럼 치유가 되는 장소입니다. 재방문 의사 있네요.,141,1017
해양문화치유센터,여기 정말 좋네요^^ 아들과 남편이랑 방문했는데 마침 할인기간이고 래쉬가드도 무료 대여라 더 좋았어요^^ 시설도 깨끗하고 직원분들도 친절하셔서 제대로 힐링됬어요 강추입니다♡,141,1017
해양문화치유센터,크리스마스를 맞이하여 먼곳에서 완도까지와서 해양치유센터에서 힐링도하고 케이크만들기 체험도하고 즐거운 크리스마스였어요!,141,1017
해양문화치유센터,기본 프로그램 이용했는데 5가지 테마가 있어서 번갈아가면서 하니 지루할 틈 없었어요~~ 앞에 바다도 보여서 전망 또한 너무 좋았습니다!! 힐링 하고 갑니다 히히 다음에 또 오고싶네요,141,1017
해양문화치유센터,크리스마스에 완도해양치유센터 방문!! 추운날 따뜻한 해수풀에 몸도 이완되고 피부도 좋아지고 너무 좋아요~ 머드테라피/해조거품테라피/해수미스트장 등등 베이직 프로그램만 해도 좋네요ㅎㅎ 다음엔 프리미엄으로 해보려구요~!,141,1017
해양문화치유센터,프리미엄코스 진행했어요. 가족 모두 즐거운 시간 보냈습니다~,141,1017
해양문화치유센터,"크리스마스 이벤트로 케이크 만들기+기본프로그램을 이용하고 왔어요! 오후 시간대로 예약해서 센터 내에 있는 식당에서 점심부터 먹었는데 완도에서 유명한 전복 등을 이용한 메뉴들로 구성되어있어서 좋았고 맛있었어요! 사진은 못찍었지만ㅠ 전복라면 꼭 드세요! 밥까지 말아드세요 짱이에용 그리구 식당이 오션뷰라서 더 맛있는것도 있는거같아용 명사십리가 바로 보이는 자리에용 근처에 산책하기에도 좋은거같아용 케이크는 미각동에서 만들었는데 딸기도 아낌없이 주시고 시설도 좋아서 좋은 추억 쌓았네용 기본 프로그램은 수영복과 수영모를 제공해줘서 편하게 잘이용했구 해수로 다양한 프로그램이 있어서 색다른 경험이었습니당 다음에는 프리미엄 프로그램을 이용해보려고 합니다! 가족과 추억, 힐링 두마리 토끼 잡고싶은 분들께 강추합니다!!",141,1017
해양문화치유센터,아이들과함께하기 좋은곳이에요~~ 실내도따뜻하고 좋아요~~,141,1017
해양문화치유센터,좋아요 추천합니다,141,1017
해양문화치유센터,가족 할인 받아서 좋은 금액으로 할인 받아서 이용했습니다. 아침 아홉시 반부터 세시 넘게까지 풀로 즐겼는데 프로그램도 좋고 안에 있는 어메니티들도 훌륭했습니다. 추천합니다.,141,1017
해양문화치유센터,아이가 있어서 기본프로그램으로 다녀가요. 우선 피부가 너무너무 부들거리네요. 좋아요진짜. 식당도 너무맛있게먹었구요♡ 은근히 시간이 빨리가네요. 다음번에는 부모님과와야겠어요. 감사합니다.,141,1017
해양문화치유센터,처음 방문한 완도해양치유센터 기댐과 설렘으로 입장☺️ 오늘은 짧은시간 기본패키지를 이용했지만 다음엔 프리미엄을 꼭한번 해보고싶단생각이든다 딸라스파는 정말 괜찮지만 얼굴을 담그지는 마세요 물이 많이 짜요😂😂,141,1017
해양문화치유센터,다음에 부모님 모시고 꼭 재방문할 예정,141,1017
해양문화치유센터,"어무니 모시고 와이프랑 왔는데, 넘 좋네요.^^",141,1017
해양문화치유센터,친구가 팬션을 운영하고 있는 전남 완도에서 더 들어가는 신지도섬에서 운이 좋게도 정말 색다른 체험을하게 되었네요.. 2~3년전에 왔을때는 없었던 해양치유센터라는 곳이 팬셩 바로 지척에 생겼더라구요..다른지역으로 이동하려는 우리에게 친구가 적극 권유해서 왔는데 정말 대박이었어요 바닷물과 해초로 만든 여러가지 체험을 할 수 있었는데 힐링되고 행복한 시간이었어요 ..명사십리 해변이 눈앞에 펼쳐진 실내수영장 느낌의 비치뷰 ~~ 다음번엔 프리미엄체험 꼭 해볼 생각입니다^^,141,1017
해양문화치유센터,좋아요,141,1017
해양문화치유센터,유명 유튜버 분이 강력 추천하셔서 왕복 11시간이라는 거리를 뚫고 와봤어요ㅎ 평소에 아토피가 있어서 아쿠아 테라피 코스로 했습니다 요즘 겨울이라 피부가 많이 안 좋아진 상태였고 솔직히 하루만에 얼마나 좋아지겠어라는 생각을 했지만 정말 눈에 띄게 효능이 좋았습니다!!👍🏻👍🏻 다음에 또 오고 싶어요🧡🧡 아 그리고 직원분들 전부 너무 친절하세요😁👍🏻,141,1017
해양문화치유센터,처음 왔는데. 물도 따뜻하고 시설도 깨끗하고 좋아요. 다음에 부모님과 함께 재이용 예정입니다,141,1017
해양문화치유센터,신랑이랑 힐링하다 가네요 ㅎㅎ 부부할인있는거 모르고 정가에 구매했었는데 부부는 50프로 할인해주셔서 정가예약 취소하고 다시 결제했어요 ㅎㅎ 정가줘도 하나도 안아까울 프로그램들이였는데 반값에 즐기니 더욱 만족하구요 ㅎㅎ 프로그램에 사용했던 화장품이나 차종류 팔면 사가려고했는데 안팔아서 좀 아쉬웠어요ㅠㅠ ㅎ 이거하러 완도오는게 좀 오바인가 싶었는데 둘다 자주와도되겠다며 ㅎㅎ 최고의 힐링이였습니다 ㅎㅎ 다들 너무 친절하시고 감사해요 ㅎㅎ,141,1017
해양문화치유센터,완도해양치유센터 다녀왔어요!!! 가기전에 3시간도 못자고 엄청 피곤한 상태로 갔는데 피로도 싹 날아가고 피부도 엄청 좋아진거같아서 너무 행복했어요 🥰 모든 체험이 다 힐링이고 행복했습니다! 물에서 배영하면서 쉬다가 너무 배고파서 라면도 먹었는데 물놀이후에 먹는 라면은 역시 끝내줍니다!!! 뜨끈한 국물로 몸따시게한후 다시 물에가서 놀고 거품놀이도하고 머드바르면서 힐링도 했어요 😄 사람 별로 없는 시간대에가서 너무 만족했습니다 ! 즐겁게 힐링하고가요 나중에 꼭 또놀러올게요!!!!😍😍🤩🤩,141,1017
해양문화치유센터,효도여행으로 강추합니다 ㅎㅎ 프리미엄 프로그램이라 가격대는 있었지만 부모님이 넘 즐거워하셔서 아깝지는 않았어요. 관외자라고 하면 완도 내에서 쓸 수있는 1인당 1만원 쿠폰도 주니까 그걸로 식사도 할인받으세요~,141,1017
해양문화치유센터,완도 해조류를 이용한 특별한 경험!,141,1017
해양문화치유센터,친절합니다,141,1017
해양문화치유센터,좋아요,141,1017
해양문화치유센터,재밌어요. 피부가 좋아져요,141,1017
해양문화치유센터,"정말 좋았습니다 ㅎㅎ따뜻한 해수풀에서 놀다가 머드팩,명상풀,거품놀이ㅋㅋㅋ썬베드에 누워 바닷바람 살랑살랑 맞고 있으니....힐링 제대로 하고 왔어요^^",141,1017
해양문화치유센터,친절하고 볼거리 다양해요.,141,1017
해양문화치유센터,정말 마음과 몸이 힐링되는 시간이였습니다 가족들과 함께 오기 좋은곳이에요,141,1017
해양문화치유센터,동생과 방문했는데 너무 좋았어요 풀장 온도 따뜻했고 프로그램 즐기다 좀 쉬어야지 하면서 사진 뒤쪽에도 선베드 있었는데 거기 누워서 바람쐬며 명사십리 구경했어요 할인도 이것저것 있어요 (사진참고) 저는 타지역 사람이라 전남애 서포터즈 가입하고 10퍼받음 재방문 의사 있고 다음에 엄마도 함께 오기로 했어요,141,1017
해양문화치유센터,24년 여름휴가 맞이 가족들과 왔어요. 아직 아이들이 어려 기본 프로그램만 했는데 해조류 거품테라피 아이들도 좋아하고 즐거운 시간이었습니다,141,1017
해양문화치유센터,"완도 해양치유센터 너무 좋습니다. 깔끔하고, 물온도가 너무 좋습니다. 넥튜프하고 다리 띄어서 물에서 명상하니까 여긴 정말 치유되는 기분이예요.",141,1017
해양문화치유센터,완도 여행와서 생각지도 못한곳에서 편안하게 잘 즐기다 갑니다 프로그램이 유익하고 좋아서 다음에 또 방문하고 싶습니다,141,1017
해양문화치유센터,기대이상으로 체험도 좋았고 안내하시는분들도 친절학시고 음식도 맛있었어요~,141,1017
해양문화치유센터,시설도 깨끗하고 피부가 만족하네요 우리가족모두 만족하는 곳이네요^^,141,1017
해양문화치유센터,바다와 치유가 함께 하는 힐링공간! 또 오고 싶어요,141,1017
해양문화치유센터,여러가지 체험을 할수있어 좋았습니다 즐거운시간이었어요,141,1017
해양문화치유센터,뷰가 너무 좋아요,141,1017
해양문화치유센터,명사십리 해변 앞이라 아이와 방문하기 좋아요!!,141,1017
해양문화치유센터,겨우예약해서 3일 기다려 왔습니다^^ 너무 좋네요 깨끗하고 공원도 이쁘고 시간제한이 없어서 너무 좋은거 같아요,141,1017
해양문화치유센터,완도여행중 제일 잘한일은 이곳에 방문한겁니다. 프로그램이 다양하고 비용이 아깝지 않을정도로 알차고 좋아요 남녀노소 모두 만족할수 있는곳입니다,141,1017
해양문화치유센터,하루종일 놀기좋와요 따로수영복 안가저가도 돼고요 치유도돼고 운동도돼서 넘넘 좋와용,141,1017
해양문화치유센터,푸드코트 좋아요,141,1017
해양문화치유센터,휴식하기 좋습니다,141,1017
해양문화치유센터,다양한 즐길거리 좋아요,141,1017
해양문화치유센터,비가오는 날 해암치유센터 방문하여 배고픔 해결,141,1017
해양문화치유센터,치유되는 느낌 너무 좋아요,141,1017
해양문화치유센터,좋아요.,141,1017
해양문화치유센터,전복양도 많고 가격도 착해요,141,1017
해양문화치유센터,시설이 좋네요,141,1017
해양문화치유센터,"이번 완도 여행중 기대없이 갔으나, 가장 만족한 곳!!!",141,1017
해양문화치유센터,힐링에 좋았으나 금액대비 아닌듯 함,141,1017
해양문화치유센터,힐링하기 좋은곳입니다,141,1017
해양문화치유센터,"아버님 고향이라 멀리서 찾아갔습니다 물이 참 좋네요 연로하신 부모님께서 좋아하셨어요 식사도 3종류지만 특색있고 맛있어요 프로그램도 좋았어요 다만, 여자수영복캡이 이미 다 늘어났어요 수영복챙겨가세요 수모는 같은 사이즈 줍니다 수경도 챙겨가면 좋겠어요 1층이 인피니트풀처럼 바다가 보였으면 참 좋았겠는데 아쉽네요. 왜 비치의자를 두었을까요? 직원들이 좀 부드러웠으면 좋겠어요 정원도 봄에 더 기대되는 곳입니다",141,1017
해양문화치유센터,조금 아쉬워요,141,1017
해양문화치유센터,좋아요,141,1017
해양문화치유센터,좋아요,141,1017
타임캡슐공원,5.1km 산길 운전이 쉽지 않을 수 있으나 도착하시면 풍경좋고 고지대라 엄청 시원합니다,23,1019
타임캡슐공원,견우야~~~ 나도 어쩔수 없는 여자인가봐 엽적그의 타임캡슐공원 산 꼭대기에 있어서 바람이 솔솔 분위기 좋은,23,1019
타임캡슐공원,5월 은하수 맛집이라해서 맘먹고 새벽에 갔는데 정말 추웠어요 가는길이 정말 험난했어요 😭 낮은차라서 더 그랬을지도 😆 은하수 촬영은 못했지만 고도도 높고 멋졌어요🧡,23,1019
타임캡슐공원,시원해요,23,1019
타임캡슐공원,겨울은 운영중지,23,1019
타임캡슐공원,정선의 타임캡술공원은 은하수 촬영 최적의 장소예요! 낭만적인 추억을 가득 담을 수 있는곳이예요👍 페르세우스 유성우 떨어지던 날인 8월12일 밤 11시40분경의 유성우 촬영은 성공적이었어요! 정선이 워낙 공기 맑은 청정지역인데다. 이 날 다행히도 정선의 하늘이 맑아 은하수와 페르세우스 유성우 촬영이 순조롭고 환상적이었어요. 희망일출을 통해 참여한 모든 분들이 타임캡슐공원만의 매력에 흠뻑 빠진 날입니다. 엽기적인그녀 촬영지로 타임캡술 대여만을 위해 방문.해야 한다는 생각은 버리세요🙃 정선이 웰니스관광지 답게 갈 곳. 볼 곳. 맛볼 곳이 많은데 그 중에 타임캡술공원은 조용한 힐링장소였고.이야기 나누고. 은하수.촬영도 할 수 있는 진정한 여행의 멋을 느낄 수 있는 명소인듯 해요! 휴대폰으로 은하수촬영이되는곳!,23,1019
타임캡슐공원,3년후에 또만나요,23,1019
타임캡슐공원,견우와 그녀가 3년뒤에 만날것을 약속하며 약속하며 편지와 목걸이를 넣은 타임캡슐을 묻은 그곳...^^,23,1019
타임캡슐공원,뷰가 좋았습니다,23,1019
